Ubigeo,Departamento,Year,Variable,Value
160000,LORETO,1944,gdp_sqkm,646.8891247
170000,MADRE DE DIOS,1944,gdp_sqkm,769.5576521
180000,MOQUEGUA,1944,gdp_sqkm,3939.524135
190000,PASCO,1944,gdp_sqkm,4648.704211
200000,PIURA,1944,gdp_sqkm,52331.20013
210000,PUNO,1944,gdp_sqkm,6037.32931
220000,SAN MARTIN,1944,gdp_sqkm,2894.015194
230000,TACNA,1944,gdp_sqkm,12798.29905
240000,TUMBES,1944,gdp_sqkm,8260.2549
250000,UCAYALI,1944,gdp_sqkm,1132.111929
10000,AMAZONAS,1945,gdp_sqkm,1691.484808
20000,ANCASH,1945,gdp_sqkm,17374.40888
30000,APURIMAC,1945,gdp_sqkm,9614.089728
40000,AREQUIPA,1945,gdp_sqkm,10697.67178
50000,AYACUCHO,1945,gdp_sqkm,5152.802249
60000,CAJAMARCA,1945,gdp_sqkm,10704.25387
80000,CUSCO,1945,gdp_sqkm,6033.948446
90000,HUANCAVELICA,1945,gdp_sqkm,9641.655073
100000,HUANUCO,1945,gdp_sqkm,5417.923825
110000,ICA,1945,gdp_sqkm,27053.42421
120000,JUNIN,1945,gdp_sqkm,12926.94825
130000,LA LIBERTAD,1945,gdp_sqkm,24922.10507
140000,LAMBAYEQUE,1945,gdp_sqkm,34949.80054
150000,LIMA,1945,gdp_sqkm,155184.8623
160000,LORETO,1945,gdp_sqkm,664.6175271
170000,MADRE DE DIOS,1945,gdp_sqkm,764.4030905
180000,MOQUEGUA,1945,gdp_sqkm,4078.523543
190000,PASCO,1945,gdp_sqkm,4633.163932
200000,PIURA,1945,gdp_sqkm,50944.14587
210000,PUNO,1945,gdp_sqkm,6198.95133
220000,SAN MARTIN,1945,gdp_sqkm,3040.327621
230000,TACNA,1945,gdp_sqkm,12836.86651
240000,TUMBES,1945,gdp_sqkm,8879.083217
250000,UCAYALI,1945,gdp_sqkm,1142.000715
10000,AMAZONAS,1946,gdp_sqkm,1796.34909
20000,ANCASH,1946,gdp_sqkm,17996.7248
30000,APURIMAC,1946,gdp_sqkm,9745.886612
40000,AREQUIPA,1946,gdp_sqkm,10898.89061
50000,AYACUCHO,1946,gdp_sqkm,5248.089687
60000,CAJAMARCA,1946,gdp_sqkm,10858.46002
80000,CUSCO,1946,gdp_sqkm,6203.241496
90000,HUANCAVELICA,1946,gdp_sqkm,9725.291632
100000,HUANUCO,1946,gdp_sqkm,5585.573084
110000,ICA,1946,gdp_sqkm,26932.00022
120000,JUNIN,1946,gdp_sqkm,13194.19053
130000,LA LIBERTAD,1946,gdp_sqkm,25269.6405
140000,LAMBAYEQUE,1946,gdp_sqkm,35845.86268
150000,LIMA,1946,gdp_sqkm,165547.4327
160000,LORETO,1946,gdp_sqkm,681.8736176
170000,MADRE DE DIOS,1946,gdp_sqkm,751.962823
180000,MOQUEGUA,1946,gdp_sqkm,4254.322519
190000,PASCO,1946,gdp_sqkm,4358.685802
200000,PIURA,1946,gdp_sqkm,46883.45351
210000,PUNO,1946,gdp_sqkm,6345.923806
220000,SAN MARTIN,1946,gdp_sqkm,3195.921255
230000,TACNA,1946,gdp_sqkm,12165.48175
240000,TUMBES,1946,gdp_sqkm,9566.241834
250000,UCAYALI,1946,gdp_sqkm,1157.496224
10000,AMAZONAS,1947,gdp_sqkm,1867.142903
20000,ANCASH,1947,gdp_sqkm,18262.69558
30000,APURIMAC,1947,gdp_sqkm,9674.580382
40000,AREQUIPA,1947,gdp_sqkm,10955.83368
50000,AYACUCHO,1947,gdp_sqkm,5268.219871
60000,CAJAMARCA,1947,gdp_sqkm,10810.24085
80000,CUSCO,1947,gdp_sqkm,6234.699763
90000,HUANCAVELICA,1947,gdp_sqkm,9810.600019
100000,HUANUCO,1947,gdp_sqkm,5703.185929
110000,ICA,1947,gdp_sqkm,26719.05061
120000,JUNIN,1947,gdp_sqkm,13350.5803
130000,LA LIBERTAD,1947,gdp_sqkm,25285.24979
140000,LAMBAYEQUE,1947,gdp_sqkm,36141.7827
150000,LIMA,1947,gdp_sqkm,173949.2569
160000,LORETO,1947,gdp_sqkm,691.9629598
170000,MADRE DE DIOS,1947,gdp_sqkm,729.1369103
180000,MOQUEGUA,1947,gdp_sqkm,4341.649994
190000,PASCO,1947,gdp_sqkm,4284.944715
200000,PIURA,1947,gdp_sqkm,47367.77876
210000,PUNO,1947,gdp_sqkm,6374.151463
220000,SAN MARTIN,1947,gdp_sqkm,3297.737755
230000,TACNA,1947,gdp_sqkm,12118.26772
240000,TUMBES,1947,gdp_sqkm,10103.88776
250000,UCAYALI,1947,gdp_sqkm,1151.799226
10000,AMAZONAS,1948,gdp_sqkm,1962.928361
20000,ANCASH,1948,gdp_sqkm,18899.13163
30000,APURIMAC,1948,gdp_sqkm,9904.291726
40000,AREQUIPA,1948,gdp_sqkm,11042.31389
50000,AYACUCHO,1948,gdp_sqkm,5319.846262
60000,CAJAMARCA,1948,gdp_sqkm,10995.7029
80000,CUSCO,1948,gdp_sqkm,6349.839047
90000,HUANCAVELICA,1948,gdp_sqkm,9967.751803
100000,HUANUCO,1948,gdp_sqkm,5859.660118
110000,ICA,1948,gdp_sqkm,26910.87892
120000,JUNIN,1948,gdp_sqkm,13517.90769
130000,LA LIBERTAD,1948,gdp_sqkm,25687.21292
140000,LAMBAYEQUE,1948,gdp_sqkm,36882.35667
150000,LIMA,1948,gdp_sqkm,182565.5108
160000,LORETO,1948,gdp_sqkm,704.9178731
170000,MADRE DE DIOS,1948,gdp_sqkm,716.7479784
180000,MOQUEGUA,1948,gdp_sqkm,4499.589421
190000,PASCO,1948,gdp_sqkm,4131.096498
200000,PIURA,1948,gdp_sqkm,50151.27676
210000,PUNO,1948,gdp_sqkm,6480.037476
220000,SAN MARTIN,1948,gdp_sqkm,3435.316491
230000,TACNA,1948,gdp_sqkm,11694.33674
240000,TUMBES,1948,gdp_sqkm,10656.09939
250000,UCAYALI,1948,gdp_sqkm,1166.069211
10000,AMAZONAS,1949,gdp_sqkm,2132.288552
20000,ANCASH,1949,gdp_sqkm,20250.65309
30000,APURIMAC,1949,gdp_sqkm,10426.02362
40000,AREQUIPA,1949,gdp_sqkm,11648.87518
50000,AYACUCHO,1949,gdp_sqkm,5595.438071
60000,CAJAMARCA,1949,gdp_sqkm,11613.305
80000,CUSCO,1949,gdp_sqkm,6662.776009
90000,HUANCAVELICA,1949,gdp_sqkm,10917.395
100000,HUANUCO,1949,gdp_sqkm,6350.310149
110000,ICA,1949,gdp_sqkm,28972.50523
120000,JUNIN,1949,gdp_sqkm,14485.71249
130000,LA LIBERTAD,1949,gdp_sqkm,27310.82669
140000,LAMBAYEQUE,1949,gdp_sqkm,39080.93124
150000,LIMA,1949,gdp_sqkm,199659.1388
160000,LORETO,1949,gdp_sqkm,753.3634832
170000,MADRE DE DIOS,1949,gdp_sqkm,738.6196053
180000,MOQUEGUA,1949,gdp_sqkm,4819.472374
190000,PASCO,1949,gdp_sqkm,4693.513225
200000,PIURA,1949,gdp_sqkm,53034.10282
210000,PUNO,1949,gdp_sqkm,6840.297223
220000,SAN MARTIN,1949,gdp_sqkm,3700.8624
230000,TACNA,1949,gdp_sqkm,13416.00039
240000,TUMBES,1949,gdp_sqkm,11588.733
250000,UCAYALI,1949,gdp_sqkm,1226.107921
10000,AMAZONAS,1950,gdp_sqkm,2294.033792
20000,ANCASH,1950,gdp_sqkm,21383.15945
30000,APURIMAC,1950,gdp_sqkm,10681.14678
40000,AREQUIPA,1950,gdp_sqkm,12265.72948
50000,AYACUCHO,1950,gdp_sqkm,5824.903914
60000,CAJAMARCA,1950,gdp_sqkm,12028.20247
80000,CUSCO,1950,gdp_sqkm,6915.272673
90000,HUANCAVELICA,1950,gdp_sqkm,11639.8504
100000,HUANUCO,1950,gdp_sqkm,6796.909506
110000,ICA,1950,gdp_sqkm,30394.29706
120000,JUNIN,1950,gdp_sqkm,15432.28778
130000,LA LIBERTAD,1950,gdp_sqkm,28697.51805
140000,LAMBAYEQUE,1950,gdp_sqkm,41247.35283
150000,LIMA,1950,gdp_sqkm,219078.6702
160000,LORETO,1950,gdp_sqkm,799.6953448
170000,MADRE DE DIOS,1950,gdp_sqkm,746.6737946
180000,MOQUEGUA,1950,gdp_sqkm,5137.893514
190000,PASCO,1950,gdp_sqkm,5086.413249
200000,PIURA,1950,gdp_sqkm,54843.79584
210000,PUNO,1950,gdp_sqkm,7132.453549
220000,SAN MARTIN,1950,gdp_sqkm,3953.202411
230000,TACNA,1950,gdp_sqkm,14776.56069
240000,TUMBES,1950,gdp_sqkm,12593.76673
250000,UCAYALI,1950,gdp_sqkm,1277.846002
10000,AMAZONAS,1951,gdp_sqkm,2510.871196
20000,ANCASH,1951,gdp_sqkm,23113.64054
30000,APURIMAC,1951,gdp_sqkm,11394.92692
40000,AREQUIPA,1951,gdp_sqkm,12996.75407
50000,AYACUCHO,1951,gdp_sqkm,6136.008837
60000,CAJAMARCA,1951,gdp_sqkm,12813.08562
80000,CUSCO,1951,gdp_sqkm,7289.602238
90000,HUANCAVELICA,1951,gdp_sqkm,12679.86266
100000,HUANUCO,1951,gdp_sqkm,7378.444903
110000,ICA,1951,gdp_sqkm,32965.69761
120000,JUNIN,1951,gdp_sqkm,16571.40486
130000,LA LIBERTAD,1951,gdp_sqkm,30807.45222
140000,LAMBAYEQUE,1951,gdp_sqkm,44153.22269
150000,LIMA,1951,gdp_sqkm,240077.1638
160000,LORETO,1951,gdp_sqkm,856.1353823
170000,MADRE DE DIOS,1951,gdp_sqkm,774.1284813
180000,MOQUEGUA,1951,gdp_sqkm,5551.777438
190000,PASCO,1951,gdp_sqkm,5650.182689
200000,PIURA,1951,gdp_sqkm,57871.47647
210000,PUNO,1951,gdp_sqkm,7556.576345
220000,SAN MARTIN,1951,gdp_sqkm,4279.519626
230000,TACNA,1951,gdp_sqkm,16415.1799
240000,TUMBES,1951,gdp_sqkm,13676.34144
250000,UCAYALI,1951,gdp_sqkm,1359.919316
10000,AMAZONAS,1952,gdp_sqkm,2689.385009
20000,ANCASH,1952,gdp_sqkm,24284.83103
30000,APURIMAC,1952,gdp_sqkm,11872.91794
40000,AREQUIPA,1952,gdp_sqkm,13467.92757
50000,AYACUCHO,1952,gdp_sqkm,6300.062992
60000,CAJAMARCA,1952,gdp_sqkm,13268.99598
80000,CUSCO,1952,gdp_sqkm,7496.84242
90000,HUANCAVELICA,1952,gdp_sqkm,13218.23629
100000,HUANUCO,1952,gdp_sqkm,7774.480971
110000,ICA,1952,gdp_sqkm,34830.75505
120000,JUNIN,1952,gdp_sqkm,17372.39639
130000,LA LIBERTAD,1952,gdp_sqkm,32224.98761
140000,LAMBAYEQUE,1952,gdp_sqkm,46289.39092
150000,LIMA,1952,gdp_sqkm,257948.2106
160000,LORETO,1952,gdp_sqkm,893.5125726
170000,MADRE DE DIOS,1952,gdp_sqkm,778.7643484
180000,MOQUEGUA,1952,gdp_sqkm,5836.703979
190000,PASCO,1952,gdp_sqkm,5976.264263
200000,PIURA,1952,gdp_sqkm,59167.92348
210000,PUNO,1952,gdp_sqkm,7788.004937
220000,SAN MARTIN,1952,gdp_sqkm,4529.876662
230000,TACNA,1952,gdp_sqkm,17288.04851
240000,TUMBES,1952,gdp_sqkm,14496.94763
250000,UCAYALI,1952,gdp_sqkm,1407.079947
10000,AMAZONAS,1953,gdp_sqkm,2882.067892
20000,ANCASH,1953,gdp_sqkm,25500.08077
30000,APURIMAC,1953,gdp_sqkm,12259.69442
40000,AREQUIPA,1953,gdp_sqkm,14110.34073
50000,AYACUCHO,1953,gdp_sqkm,6515.172955
60000,CAJAMARCA,1953,gdp_sqkm,13722.14814
80000,CUSCO,1953,gdp_sqkm,7720.420687
90000,HUANCAVELICA,1953,gdp_sqkm,13846.39159
100000,HUANUCO,1953,gdp_sqkm,8234.452075
110000,ICA,1953,gdp_sqkm,36968.04254
120000,JUNIN,1953,gdp_sqkm,18444.50946
130000,LA LIBERTAD,1953,gdp_sqkm,33842.86568
140000,LAMBAYEQUE,1953,gdp_sqkm,48833.97944
150000,LIMA,1953,gdp_sqkm,280512.1017
160000,LORETO,1953,gdp_sqkm,939.3613926
170000,MADRE DE DIOS,1953,gdp_sqkm,781.9130703
180000,MOQUEGUA,1953,gdp_sqkm,6159.574116
190000,PASCO,1953,gdp_sqkm,6457.507471
200000,PIURA,1953,gdp_sqkm,58751.94372
210000,PUNO,1953,gdp_sqkm,8057.484341
220000,SAN MARTIN,1953,gdp_sqkm,4797.035861
230000,TACNA,1953,gdp_sqkm,18723.25549
240000,TUMBES,1953,gdp_sqkm,15462.13987
250000,UCAYALI,1953,gdp_sqkm,1454.074419
10000,AMAZONAS,1954,gdp_sqkm,3022.745354
20000,ANCASH,1954,gdp_sqkm,26254.24021
30000,APURIMAC,1954,gdp_sqkm,12563.6791
40000,AREQUIPA,1954,gdp_sqkm,14293.05741
50000,AYACUCHO,1954,gdp_sqkm,6574.810338
60000,CAJAMARCA,1954,gdp_sqkm,13948.88777
80000,CUSCO,1954,gdp_sqkm,7753.54416
90000,HUANCAVELICA,1954,gdp_sqkm,14094.77093
100000,HUANUCO,1954,gdp_sqkm,8471.452252
110000,ICA,1954,gdp_sqkm,38338.06372
120000,JUNIN,1954,gdp_sqkm,18915.08774
130000,LA LIBERTAD,1954,gdp_sqkm,34669.91464
140000,LAMBAYEQUE,1954,gdp_sqkm,50097.37359
150000,LIMA,1954,gdp_sqkm,293012.7599
160000,LORETO,1954,gdp_sqkm,956.0407221
170000,MADRE DE DIOS,1954,gdp_sqkm,774.3002734
180000,MOQUEGUA,1954,gdp_sqkm,6323.170127
190000,PASCO,1954,gdp_sqkm,6706.318031
200000,PIURA,1954,gdp_sqkm,61737.55272
210000,PUNO,1954,gdp_sqkm,8126.969
220000,SAN MARTIN,1954,gdp_sqkm,4944.345423
230000,TACNA,1954,gdp_sqkm,19230.60415
240000,TUMBES,1954,gdp_sqkm,15941.95138
250000,UCAYALI,1954,gdp_sqkm,1476.731018
10000,AMAZONAS,1955,gdp_sqkm,3190.744019
20000,ANCASH,1955,gdp_sqkm,27470.91032
30000,APURIMAC,1955,gdp_sqkm,12703.7073
40000,AREQUIPA,1955,gdp_sqkm,15015.19403
50000,AYACUCHO,1955,gdp_sqkm,6878.748733
60000,CAJAMARCA,1955,gdp_sqkm,14377.47857
80000,CUSCO,1955,gdp_sqkm,7935.408571
90000,HUANCAVELICA,1955,gdp_sqkm,15093.62008
100000,HUANUCO,1955,gdp_sqkm,8995.529685
110000,ICA,1955,gdp_sqkm,40445.40591
120000,JUNIN,1955,gdp_sqkm,20193.42701
130000,LA LIBERTAD,1955,gdp_sqkm,36376.90556
140000,LAMBAYEQUE,1955,gdp_sqkm,52526.99936
150000,LIMA,1955,gdp_sqkm,317819.3639
160000,LORETO,1955,gdp_sqkm,1007.970792
170000,MADRE DE DIOS,1955,gdp_sqkm,781.5146429
180000,MOQUEGUA,1955,gdp_sqkm,6678.454393
190000,PASCO,1955,gdp_sqkm,7509.692646
200000,PIURA,1955,gdp_sqkm,62515.68283
210000,PUNO,1955,gdp_sqkm,8430.894794
220000,SAN MARTIN,1955,gdp_sqkm,5164.255088
230000,TACNA,1955,gdp_sqkm,21883.98287
240000,TUMBES,1955,gdp_sqkm,16945.91411
250000,UCAYALI,1955,gdp_sqkm,1531.136561
10000,AMAZONAS,1956,gdp_sqkm,3306.222077
20000,ANCASH,1956,gdp_sqkm,28070.94596
30000,APURIMAC,1956,gdp_sqkm,12710.02436
40000,AREQUIPA,1956,gdp_sqkm,15381.92191
50000,AYACUCHO,1956,gdp_sqkm,6983.530679
60000,CAJAMARCA,1956,gdp_sqkm,14479.68355
80000,CUSCO,1956,gdp_sqkm,7948.569189
90000,HUANCAVELICA,1956,gdp_sqkm,15289.8113
100000,HUANUCO,1956,gdp_sqkm,9220.60367
110000,ICA,1956,gdp_sqkm,41612.66264
120000,JUNIN,1956,gdp_sqkm,20880.16063
130000,LA LIBERTAD,1956,gdp_sqkm,37300.12426
140000,LAMBAYEQUE,1956,gdp_sqkm,54146.46845
150000,LIMA,1956,gdp_sqkm,336244.7287
160000,LORETO,1956,gdp_sqkm,1030.207232
170000,MADRE DE DIOS,1956,gdp_sqkm,767.8494703
180000,MOQUEGUA,1956,gdp_sqkm,6880.502457
190000,PASCO,1956,gdp_sqkm,7795.931335
200000,PIURA,1956,gdp_sqkm,65026.27248
210000,PUNO,1956,gdp_sqkm,8506.646418
220000,SAN MARTIN,1956,gdp_sqkm,5276.935784
230000,TACNA,1956,gdp_sqkm,22790.31808
240000,TUMBES,1956,gdp_sqkm,17602.4419
250000,UCAYALI,1956,gdp_sqkm,1548.433085
10000,AMAZONAS,1957,gdp_sqkm,3416.084251
20000,ANCASH,1957,gdp_sqkm,28873.34221
30000,APURIMAC,1957,gdp_sqkm,12681.88472
40000,AREQUIPA,1957,gdp_sqkm,15795.23671
50000,AYACUCHO,1957,gdp_sqkm,7178.578928
60000,CAJAMARCA,1957,gdp_sqkm,14692.35098
80000,CUSCO,1957,gdp_sqkm,8000.786927
90000,HUANCAVELICA,1957,gdp_sqkm,15816.66288
100000,HUANUCO,1957,gdp_sqkm,9529.631475
110000,ICA,1957,gdp_sqkm,42689.94265
120000,JUNIN,1957,gdp_sqkm,21697.25057
130000,LA LIBERTAD,1957,gdp_sqkm,38410.68309
140000,LAMBAYEQUE,1957,gdp_sqkm,55727.94495
150000,LIMA,1957,gdp_sqkm,355719.4916
160000,LORETO,1957,gdp_sqkm,1060.992478
170000,MADRE DE DIOS,1957,gdp_sqkm,763.2594413
180000,MOQUEGUA,1957,gdp_sqkm,7146.552535
190000,PASCO,1957,gdp_sqkm,8208.398941
200000,PIURA,1957,gdp_sqkm,66811.44694
210000,PUNO,1957,gdp_sqkm,8659.782268
220000,SAN MARTIN,1957,gdp_sqkm,5392.922767
230000,TACNA,1957,gdp_sqkm,24210.53352
240000,TUMBES,1957,gdp_sqkm,18247.1886
250000,UCAYALI,1957,gdp_sqkm,1591.134912
10000,AMAZONAS,1958,gdp_sqkm,3607.09488
20000,ANCASH,1958,gdp_sqkm,30200.60602
30000,APURIMAC,1958,gdp_sqkm,13315.50518
40000,AREQUIPA,1958,gdp_sqkm,15826.93664
50000,AYACUCHO,1958,gdp_sqkm,7376.52574
60000,CAJAMARCA,1958,gdp_sqkm,15286.18072
80000,CUSCO,1958,gdp_sqkm,8088.692118
90000,HUANCAVELICA,1958,gdp_sqkm,16277.68061
100000,HUANUCO,1958,gdp_sqkm,9831.034282
110000,ICA,1958,gdp_sqkm,43826.87859
120000,JUNIN,1958,gdp_sqkm,22036.74972
130000,LA LIBERTAD,1958,gdp_sqkm,39532.13398
140000,LAMBAYEQUE,1958,gdp_sqkm,56880.73846
150000,LIMA,1958,gdp_sqkm,362172.9323
160000,LORETO,1958,gdp_sqkm,1073.564964
170000,MADRE DE DIOS,1958,gdp_sqkm,778.535016
180000,MOQUEGUA,1958,gdp_sqkm,7379.171571
190000,PASCO,1958,gdp_sqkm,8319.244759
200000,PIURA,1958,gdp_sqkm,66361.36409
210000,PUNO,1958,gdp_sqkm,8807.666566
220000,SAN MARTIN,1958,gdp_sqkm,5555.289822
230000,TACNA,1958,gdp_sqkm,23922.70833
240000,TUMBES,1958,gdp_sqkm,18500.16065
250000,UCAYALI,1958,gdp_sqkm,1676.681183
10000,AMAZONAS,1959,gdp_sqkm,3783.003486
20000,ANCASH,1959,gdp_sqkm,31651.35826
30000,APURIMAC,1959,gdp_sqkm,13830.20216
40000,AREQUIPA,1959,gdp_sqkm,16121.12408
50000,AYACUCHO,1959,gdp_sqkm,7681.491186
60000,CAJAMARCA,1959,gdp_sqkm,15942.85658
80000,CUSCO,1959,gdp_sqkm,8162.876122
90000,HUANCAVELICA,1959,gdp_sqkm,17266.7699
100000,HUANUCO,1959,gdp_sqkm,10236.29215
110000,ICA,1959,gdp_sqkm,45893.76175
120000,JUNIN,1959,gdp_sqkm,22670.58504
130000,LA LIBERTAD,1959,gdp_sqkm,41255.53939
140000,LAMBAYEQUE,1959,gdp_sqkm,58629.10091
150000,LIMA,1959,gdp_sqkm,371377.4731
160000,LORETO,1959,gdp_sqkm,1094.147722
170000,MADRE DE DIOS,1959,gdp_sqkm,802.6893186
180000,MOQUEGUA,1959,gdp_sqkm,7649.734204
190000,PASCO,1959,gdp_sqkm,8958.63933
200000,PIURA,1959,gdp_sqkm,65659.2694
210000,PUNO,1959,gdp_sqkm,9012.330283
220000,SAN MARTIN,1959,gdp_sqkm,5694.742183
230000,TACNA,1959,gdp_sqkm,25532.71298
240000,TUMBES,1959,gdp_sqkm,19083.43151
250000,UCAYALI,1959,gdp_sqkm,1760.242422
10000,AMAZONAS,1960,gdp_sqkm,4241.951971
20000,ANCASH,1960,gdp_sqkm,35589.42467
30000,APURIMAC,1960,gdp_sqkm,15134.10118
40000,AREQUIPA,1960,gdp_sqkm,18365.74184
50000,AYACUCHO,1960,gdp_sqkm,8872.709678
60000,CAJAMARCA,1960,gdp_sqkm,18063.8253
80000,CUSCO,1960,gdp_sqkm,8845.300462
90000,HUANCAVELICA,1960,gdp_sqkm,21599.92084
100000,HUANUCO,1960,gdp_sqkm,11926.63862
110000,ICA,1960,gdp_sqkm,56074.69617
120000,JUNIN,1960,gdp_sqkm,26780.30128
130000,LA LIBERTAD,1960,gdp_sqkm,47312.50544
140000,LAMBAYEQUE,1960,gdp_sqkm,65490.9838
150000,LIMA,1960,gdp_sqkm,421973.1146
160000,LORETO,1960,gdp_sqkm,1243.205753
170000,MADRE DE DIOS,1960,gdp_sqkm,930.4550391
180000,MOQUEGUA,1960,gdp_sqkm,8480.807023
190000,PASCO,1960,gdp_sqkm,12708.47383
200000,PIURA,1960,gdp_sqkm,73872.93309
210000,PUNO,1960,gdp_sqkm,10146.30847
220000,SAN MARTIN,1960,gdp_sqkm,6240.358006
230000,TACNA,1960,gdp_sqkm,37131.37755
240000,TUMBES,1960,gdp_sqkm,21143.40795
250000,UCAYALI,1960,gdp_sqkm,1948.751732
10000,AMAZONAS,1961,gdp_sqkm,4601.483155
20000,ANCASH,1961,gdp_sqkm,38619.70913
30000,APURIMAC,1961,gdp_sqkm,16003.60647
40000,AREQUIPA,1961,gdp_sqkm,20042.64968
50000,AYACUCHO,1961,gdp_sqkm,9640.349836
60000,CAJAMARCA,1961,gdp_sqkm,19375.82028
80000,CUSCO,1961,gdp_sqkm,9407.882069
90000,HUANCAVELICA,1961,gdp_sqkm,22914.15798
100000,HUANUCO,1961,gdp_sqkm,12792.73921
110000,ICA,1961,gdp_sqkm,60606.81016
120000,JUNIN,1961,gdp_sqkm,29096.68072
130000,LA LIBERTAD,1961,gdp_sqkm,51811.88493
140000,LAMBAYEQUE,1961,gdp_sqkm,72100.91956
150000,LIMA,1961,gdp_sqkm,470578.4768
160000,LORETO,1961,gdp_sqkm,1335.811767
170000,MADRE DE DIOS,1961,gdp_sqkm,976.7852269
180000,MOQUEGUA,1961,gdp_sqkm,9318.489781
190000,PASCO,1961,gdp_sqkm,13506.2286
200000,PIURA,1961,gdp_sqkm,75832.99736
210000,PUNO,1961,gdp_sqkm,10862.02807
220000,SAN MARTIN,1961,gdp_sqkm,6678.200724
230000,TACNA,1961,gdp_sqkm,39667.12554
240000,TUMBES,1961,gdp_sqkm,23404.94806
250000,UCAYALI,1961,gdp_sqkm,2109.841818
10000,AMAZONAS,1962,gdp_sqkm,4932.096174
20000,ANCASH,1962,gdp_sqkm,41214.69273
30000,APURIMAC,1962,gdp_sqkm,16720.88014
40000,AREQUIPA,1962,gdp_sqkm,21414.99814
50000,AYACUCHO,1962,gdp_sqkm,10191.12263
60000,CAJAMARCA,1962,gdp_sqkm,20371.21345
80000,CUSCO,1962,gdp_sqkm,9893.448939
90000,HUANCAVELICA,1962,gdp_sqkm,22856.18624
100000,HUANUCO,1962,gdp_sqkm,13310.96823
110000,ICA,1962,gdp_sqkm,63109.02673
120000,JUNIN,1962,gdp_sqkm,30772.15639
130000,LA LIBERTAD,1962,gdp_sqkm,55635.07637
140000,LAMBAYEQUE,1962,gdp_sqkm,78574.78559
150000,LIMA,1962,gdp_sqkm,517701.1456
160000,LORETO,1962,gdp_sqkm,1401.305528
170000,MADRE DE DIOS,1962,gdp_sqkm,988.5227995
180000,MOQUEGUA,1962,gdp_sqkm,10141.17306
190000,PASCO,1962,gdp_sqkm,13147.93272
200000,PIURA,1962,gdp_sqkm,80727.51599
210000,PUNO,1962,gdp_sqkm,11380.21837
220000,SAN MARTIN,1962,gdp_sqkm,7027.596458
230000,TACNA,1962,gdp_sqkm,38350.17135
240000,TUMBES,1962,gdp_sqkm,25343.25801
250000,UCAYALI,1962,gdp_sqkm,2266.697448
10000,AMAZONAS,1963,gdp_sqkm,5221.030975
20000,ANCASH,1963,gdp_sqkm,43536.91006
30000,APURIMAC,1963,gdp_sqkm,17473.85478
40000,AREQUIPA,1963,gdp_sqkm,22224.45167
50000,AYACUCHO,1963,gdp_sqkm,10946.6436
60000,CAJAMARCA,1963,gdp_sqkm,21686.66855
80000,CUSCO,1963,gdp_sqkm,10276.87396
90000,HUANCAVELICA,1963,gdp_sqkm,24429.05962
100000,HUANUCO,1963,gdp_sqkm,14051.13092
110000,ICA,1963,gdp_sqkm,66120.17267
120000,JUNIN,1963,gdp_sqkm,32493.36754
130000,LA LIBERTAD,1963,gdp_sqkm,58574.65694
140000,LAMBAYEQUE,1963,gdp_sqkm,81904.62454
150000,LIMA,1963,gdp_sqkm,543948.0607
160000,LORETO,1963,gdp_sqkm,1463.535352
170000,MADRE DE DIOS,1963,gdp_sqkm,1031.266176
180000,MOQUEGUA,1963,gdp_sqkm,10654.01541
190000,PASCO,1963,gdp_sqkm,14035.36423
200000,PIURA,1963,gdp_sqkm,82603.60417
210000,PUNO,1963,gdp_sqkm,11988.29326
220000,SAN MARTIN,1963,gdp_sqkm,7277.394879
230000,TACNA,1963,gdp_sqkm,40842.25102
240000,TUMBES,1963,gdp_sqkm,26088.89365
250000,UCAYALI,1963,gdp_sqkm,2429.128358
10000,AMAZONAS,1964,gdp_sqkm,5494.399465
20000,ANCASH,1964,gdp_sqkm,47162.24496
30000,APURIMAC,1964,gdp_sqkm,18057.17802
40000,AREQUIPA,1964,gdp_sqkm,23742.73352
50000,AYACUCHO,1964,gdp_sqkm,11796.03696
60000,CAJAMARCA,1964,gdp_sqkm,23071.12843
80000,CUSCO,1964,gdp_sqkm,10827.84475
90000,HUANCAVELICA,1964,gdp_sqkm,25976.8104
100000,HUANUCO,1964,gdp_sqkm,14886.80296
110000,ICA,1964,gdp_sqkm,68248.07292
120000,JUNIN,1964,gdp_sqkm,34106.3548
130000,LA LIBERTAD,1964,gdp_sqkm,63530.20027
140000,LAMBAYEQUE,1964,gdp_sqkm,88346.05616
150000,LIMA,1964,gdp_sqkm,590122.8085
160000,LORETO,1964,gdp_sqkm,1554.939043
170000,MADRE DE DIOS,1964,gdp_sqkm,1065.629496
180000,MOQUEGUA,1964,gdp_sqkm,11688.21677
190000,PASCO,1964,gdp_sqkm,14169.98116
200000,PIURA,1964,gdp_sqkm,87401.2466
210000,PUNO,1964,gdp_sqkm,12812.22672
220000,SAN MARTIN,1964,gdp_sqkm,7631.250013
230000,TACNA,1964,gdp_sqkm,41804.69565
240000,TUMBES,1964,gdp_sqkm,28287.2443
250000,UCAYALI,1964,gdp_sqkm,2687.696499
10000,AMAZONAS,1965,gdp_sqkm,5624.692999
20000,ANCASH,1965,gdp_sqkm,47711.37018
30000,APURIMAC,1965,gdp_sqkm,17953.85578
40000,AREQUIPA,1965,gdp_sqkm,24585.37095
50000,AYACUCHO,1965,gdp_sqkm,12215.00498
60000,CAJAMARCA,1965,gdp_sqkm,23452.14795
